,tweet,binaereKlassifikation,granulareKlassifikation
1016,Umweltschutz |LBR| Was können Sie persönlich gegen den Klimawandel tun |LBR| Am besten nie wieder #SPD #CDU #CSU #Grünen #FDP Wählen dann kann man auch das Klima Retten.,OTHER,OTHER
1017,Urteil des #EuGH |LBR| #EZB darf Staatsanleihen kaufen |LBR| Das EuGH wird immer Bürger Feindlichen das ist nicht das erste Urteil was dem Bürger in der #EU noch sehr viel kosten wird.,OTHER,OTHER
1018,ehr als 700 Millionen Euro |LBR| Gibt die #GroKo #SPD #CDU #CSU aus für Berater die aufzeigen wie man noch mehr von #unten nach oben verteilen kann.TOLL,OTHER,OTHER
1019,"#Showdown |LBR| #SPD-Abgeordnete fordern von Parteichefin #Nahles, in der #GroKo eine Abschaffung des Abtreibungswerbeverbots durchzusetzen. Die neue #CDU-Chefin #AKK Kramp-#Karrenbauer beharrt darauf das sich NICHTS Ändert. |LBR| Wird Nahles wieder bei #Merkel und der Mini Merkel nachgeben",OFFENSE,INSULT
1020,#Studie der Bertelsmann-Stiftung |LBR| „Kindergeld erhöhung hilft nicht gegen Kinderarmut“ |LBR| Weil das Kindergeld bei Armen Kindern vom der #SPD beim Hartz IV Regelsatz wieder abgezogen wird.Kindergeld wird als EINKOMMEN angerechnet die SPD eine echt Asozioale Partei.,OFFENSE,INSULT
1021,Interview |LBR| Frau #Nahles würden sie die #SPD Wählen wenn sie Soziale Gerechtigkeit haben wollen? |LBR| Äh NEIN.. |LBR| Danke für ihre ehrliche Antwort,OTHER,OTHER
1022,"Wirtschaftsweiser #Bofinger pocht auf Hartz-IV-Sanktionen,nur wenn das Volk Angst hat vor dem #SPD #Grünen #CDU #CSU #FDP Hartz IV System bekommen wir billige Arbeitnehmer die für jeden Hungerlohn Malochen und wir machen noch mehr Profit.TOLL die da #unten können ja verrecken",OTHER,OTHER
1023,Die #SPD macht nur Sau Blöde Politik wie bei kostenlose Kitas das wäre gut für Niedriglöhner Hartz IV Empfänger aber warum sollen auch Reiche |LBR| kostenlose Kitas haben? Das ist mal wieder Sozial Politik für Reiche.,OFFENSE,INSULT
1024,Nach wochenlangen „#Gelbwesten“-Protesten |LBR| #Macron verteilt ein paar Cent! Bleibt aber bei der #Merkel #CDU Politik #unten sparen bis die Bürger verrecken die beiden wolen Hartz IV in der ganzen EU einführen damit Reiche gut und gerne in der EU Leben.,OTHER,OTHER
1025,#CDU nach der #AKK Wahl |LBR| #Schäuble warnt #Merkel vor Racheplänen.,OTHER,OTHER
1026,"Wirtschaft, Handel &amp; Finanzen |LBR| Hartz-IV-Studie: Ein Menschenwürdiger Hartz IV Regelsatz würde den Menschen Helfen nicht mehr vor den #Tafeln Suppenküchen um Essen zu betteln. Unglaublich wie kommen die darauf ? Jetzt müssten nur noch #SPD #CDU #CSU #Grünen #FDP das lesen.",OTHER,OTHER
1027,"Die private Telefonnummer der neuen #CDU-Vorsitzenden wurde lange Zeit im Telefonbuch ihrer Heimatstadt angezeigt. Jetzt wo #AKK bald Königin von Deutschland wird,werden ihre Telefonnummer gelöscht für den \""""Normalen Bürger\""aber mit dem hatte sie so wie so nie kontakt.",OTHER,OTHER
1028,Heute ist #HumanRightsDay Tag der Menschenrechte die es in Deutschland für Millionen Menschen seit der #SPD #CDU #CSU #Grünen #FDP Agenda 2010 Harz IV einführung nicht mehr gibt. Mit Hartz IV haben sie keine Rechte mehr sind nur noch Arbeitssklaven damt Reiche mehr Profit machen.,OTHER,OTHER
1029,"#Nahles #SPD und die neue #CDU-Chefin #AKK,mit ihr können wir genau so weiter machen wie mit der #Merkel. Damit sind unsere gut bezahlten Ministerposten sicherer geworden.TOLL die hat sorgen.",OFFENSE,INSULT
1030,Unmut im #CDU konservativen Lager |LBR| #Schäuble fordert #AKKmussweg #Merkelmussweg.. Toll das forden wir alle..,OTHER,OTHER
1031,"Anne Will: Auf die frage ob #AKK -#Karrenbauer #CDU für die abschaffung oder gegen die abschaffung des Paragrafen 219a Werbung für Abtreibung ist,brauchte sie fast 2 stunden um endlich zusagen das sie dagegen ist.Sie quasselte hektisch uber alles nur um nicht eine Antwort zugeben",OTHER,OTHER
1032,"Ane Will: #Steingart habe nur auf die ökonomischen Zahlen des Saarlands verwiesen: \""""Es ist armselig.\""Da platzte #AKK Kramp-#Karrenbauer der Kragen, und verteidigte den \""""beinharten Weg\"""" nur wer Armut schafft für Normale Bürger der bringt Profit für Reiche.TOLL",OFFENSE,INSULT
1033,Abrutschen in das #SPD #Grüne #CDU #CSU #FDP Hartz IV System und damit vor #Tafeln Suppenküchen stehen werden ab nächstes Jahr auch die noch Besserverdiener treffen durch immer mehr Digitalisierung.Selbst schuld ihr wollten doch das Hartz IV System haben.,OTHER,OTHER
1034,"Im Jahr 2000 wurden insgesamt 57,96 Milliarden Stunden gearbeitet. Auf diesen Wert kam die deutsche Wirtschaft erst wieder 2017. Das zeigt das Hartz IV keine Job Wunder war oder ist.Die #SPD #CDU #CSU #Grünem #FDP wollen uns damit nur verarschen.",OTHER,OTHER
1035,"„Job-Wunder“ Hartz IV-Im Januar 2003 explodierten die Zahlen auf fünf Millionen, weil die #SPD die Zählweise veränderte es wurden Kranke und Arbeitsunfähige mit gezählt.Heute werden die und Arbeitslose die in sinnlosen Maßnahmen sind wieder rausgezählt und das Job-Wunder ist da",OTHER,OTHER
1036,"Die nächste Woche beginnt mit viel Regen und böigen Winden, Toll genau so hat die Woche doch schon geendet",OTHER,OTHER
1037,#AKK nach dem Wahlsieg: „Mir ist ein Mittelgebirge vom Herze gefallen.Deswegen gab es am Freitag ein Erdbeben im Sauerland..,OTHER,OTHER
1038,"#Barley rief in ihrer #SPD Bewerbungsrede zu einem Kampf für #Europa auf: \""""Wir müssen alles dafür tun, dass Menschen (Normale Bürger) niemals das Sagen bekommen in der EU.TOLL Hauptsache die ReichenLeben gut und gerne inder EU",OFFENSE,INSULT
1039,#SPD nominiert #Barley als Spitzenkandidatin zur #EU Wahl |LBR| Noch ein guter grund die #SPD nie wieder zu Wählen..,OTHER,OTHER
1040,Warnstreiks der EVG: Bahn rechnet mit Streikschwerpunkt in #NRW |LBR| Das war mir klar immer in NRW es gibt ja auch nur das eine Bundesland..,OTHER,OTHER
1041,#CDU-Parteitag: Wahl von #Ziemiak „Griff ins Klo von #AKK“ – harte Kritik auch von #SPD Altkanzler Schröder.Und der kennt sich aus mit Scheiße aus der Kloschüssel er war selber mal dort drin..,OFFENSE,INSULT
1042,"Die #SPD sagte sie will Hartz IV abschaffen,das glaubt kein Mensch so lange die #Nahles nicht Öffentlich sagt Wir werden Hartz IV abschaffen oder wir beenden die #GroKo Koalition ..",OTHER,OTHER
1043,Dumme frage der Presse:sind gewalttätige Proteste wie in Frankreich legitim? |LBR| Klar wenn #Macron Panzerwagen Gummigeschosse Tränengas Schlagstöcke einsetzt soll man dann sich nicht wehren?,OTHER,OTHER
1044,"\""""Wären die Kinder die in Kinderarmut \""""Leben\""eine Bank, hätte man sie schon längst gerettet\"""" Banken sind der #SPD #CDU #CSU #Grünen #FDP mehr wert als Kinder.",OTHER,OTHER
1045,"#SPD mit unerem Hartz IV Sanktionsmöglichkeiten sorgen wir dafür, dass Menschen jeden Job annehmen, um zu überleben. Dann heißt es „friss oder stirb!“ Zumindest für die Arbeitgeber ist das sehr lohnend weniger Lohn bringt mehr Profit.TOLL Nie wieder sPD..",OTHER,OTHER
1046,Paul #Ziemiak: Im Porträt: |LBR| Paul #Ziemiak zog mit den Eltern von Polen nach Deutschland als Wirtschaftsflüchtling um hier Kohle zu verdienen studierte in Osnabrück Jura schaffte jedoch keinen Abschluss.Ging dann in die CDU wo er jetzt von unserem Steuergelf gut und gerne lebt.,OFFENSE,INSULT
1047,"In der #SPD braut sich eine Revolte gegen #Nahles zusammen.Der Vorwurf: vorauseilender Gehorsam (Auf Deutsch sie steckt zu tief im Arsch der #Merkel) gegenüber der #CDU.Konkret geht es geht um den Paragraphen 219a, das Werbe- und Informationsverbot für Abtreibungen.Zeit bis 11.12",OFFENSE,PROFANITY
1048,ichael #Rüter: Darauf setzt die #SPD im Europawahlkampf |LBR| Wir müssen den Wähler klar machen dass Europa als Garant ist das Reiche hier gut und gerne Leben.TOLL und der Rest darf vor #Tafeln Suppenküchen stehen oder im Müll nach Flaschen suchen.Nein danke nie wieder sPD.,OTHER,OTHER
1049,"#AKK *. Sie kündigt an, der Kanzlerin gelegentlich zu widersprechen. * |LBR| Die #CDU Revoluzzerin...<U+263A><U+FE0F><U+263A><U+FE0F>",OTHER,OTHER
1050,"#AKK kündigt an, der Kanzlerin #Merkel #CDU zu widersprechen, aber nur wenn sie es zulässt.Oh man Mutter Tochter Beziehung ..<U+0001F923><U+0001F923>",OTHER,OTHER
1051,#AKK Annegret Kramp-#Karrenbauer #CDU plant Gesprächsrunde zur Migrationspolitik.Was sonst wir sprechen seit 2015 auch über nichts anderes als über Flüchtlinge.Sprechen oder sogar etwas gegen Kinderarmut Hartz IV Armut Rentenarmut Hungerlöhne tun so etwas machen Politiker nicht.,OTHER,OTHER
1052,Die Tafeln Suppenküchen in Sachsen-Anhalt suchen Helfer für die Festtage. |LBR| Das wäre doch etwas für alle #SPD und #Grünen Politiker und Mitglieder |LBR| dann sehen sie mal was sie mit ihrem Hartz IV angerichtet haben.. |LBR| #Nahles #Scholz geht voran..,OTHER,OTHER
1053,@Bikerkuddel Ich habe schon 5 stück neben mir liegen..,OTHER,OTHER
1054,"#AKK ich bin gegen Schwule Lesben und Arme wie Hartz IV Empfänger Niedriglöhner Rentner Kinderarmut.Für solche \""""Menschen\""würde ich nie Politik machen.. TOLL und dann sage noch einer sie wäre nicht die #Merkel 2.0",OFFENSE,INSULT
1055,#Macron zeigt grade allen Menschen in der #EU was Er in Frankreich unter Freie Bürger Sozialpolitik und Demokratie hält. Er lässt Friedliche Demostranten von seiner Polizei unter beschuss nehmen selbst Schüler. |LBR| Alle sollten zu den #Gelbwesten halten..,OTHER,OTHER
1056,#Trigoa Antibabypille wird zurückgerufen |LBR| Und wer bezahlt bei Ungewollten Schwangerschaften den Unterhalt für die Kinder?,OTHER,OTHER
1057,Wir brauchen #Gelbwesten in der ganzen #EU.. |LBR| Die Völker müssen zeigen das sie diese Scheiß Armutspolitik nicht mehr mit machen.weg mit #Macron weg mit #Merkel und Merkel 2.0 #AKK,OFFENSE,PROFANITY
1058,#AKK will Hartz IV beibehalten damit können wir die Bürger gut unter druck setzen das sie für jeden Hungerlohn Malochen gehen und auf Lohnerhöhngen verzichten weil sie Angst haben vor dem #SPD Hartz IV System.Weil Deutschen nicht aufmucken wie die Franzosen mit #Gelbwesten.TOLL,OTHER,OTHER
1059,"Paul #Ziemiak, ist neuer #CDU-Generalsekretär:In der sozialen Debatte dürfe es nicht um Armut gehen. Es muss um diejenigen gehen die vor lauter Angst Steuern zu zahlen ihr Geld ins Ausland bringen auf schwarz Konten das sind die wahren Armen.TOLL",OTHER,OTHER
1060,"#AfD-Fraktionsvorsitzende Alice #Weidel: \""""#AKK bedeutet: Weiter so! Toll wir werden stärkste Partei werden...",OTHER,OTHER
1061,"#SPD-Vorsitzende Andrea #Nahles auf Twitter: \""""#AKK Sie sind die #Merkel 2.0 ich werde ihnen auch in den Hintern Kriechen so bald ich bei der Merkel raus bin.Ich biete Ihnen gute Zusammenarbeit an..TOLL",OFFENSE,PROFANITY
1062,"Es weihnachtet sehr:aber nicht wie seit 15 Jahren für 3 Millionen Kinder die in der #SPD #CDU #CSU #Grünen #FDP Hartz IV Kinderarmut \""""Leben\""müssen.Ein Leben ist das nicht wenn man vor lauter Hunger vor #tafeln Suppenküchen um Essen betteln muss.",OTHER,OTHER
1063,"#Jobcenter der Name steht für Kinderarmut Hartz IV Armut Niedriglohnsektor Arbeit die sich nicht lohnt,diskriminirung demütigung ausbeutung das Existenzminimum Sanktioniren wo die #UN sagt es ist Folter.Die #SPD sagt es ist es dient nur dazu Bürger in den Niedriglohn zu drücken",OFFENSE,INSULT
1064,"#SPD-Generalsekretär #Klingbeil (Vom Seeheimer Kreis) nach #AKK-Wahl: |LBR| Super wir können WEITER SO machen die AKK Merkel 2.0 hat gewonnen.Das rettet uns die gut bezahlten Ministerposten.. Andere sorgen habe die \""""Genossen\""nicht.",OTHER,OTHER
1065,#SPD Kampfkandidaturen über ihre Liste für die Wahl zum #EU-Parlament – am Sonntag fällt die Entscheidung. #Nahles gegen die SPD Basis...Wer wird gewinnen.Scheiß drauf das Interessiert keinen weil keiner die sPD Wählt.,OFFENSE,PROFANITY
1066,"Putzfrau Susi #Neumann |LBR| „Die #SPD ist tot. Die gibt es nicht mehr“ |LBR| Lieber spät als nie,das habe ich schon gesagt 1998 als #Schröder an die macht kam.Der Seeheimer Kreis die Schröder bande hat aus der Arbeiterpartei eine neoliberale verräterpartei gemacht.Korrupt bis in die knochen",OFFENSE,INSULT
1067,Jetzt ist es AMTLICH |LBR| Als erstes #Merkelmussweg |LBR| dann |LBR| #AnnegretKrampKarrenbauermussweg oder für Weicheier #AKKmussweg,OTHER,OTHER
1068,Annegret Kramp-Karrenbauer #CDU hat Gewonnen und die AFD hat jetzt schon wieder bei Umfragen 5 Prozent dazu gewonnen..,OTHER,OTHER
1069,Annegret Kramp-#Karrenbauer #CDU es geht weiter so mit der #Merkel Politik..,OTHER,OTHER
1070,Das Ergebnisse des 1. #CDU Wahlgangs |LBR| Kramp-#Karrenbauer 450 stimmen ich muss Kotzen das bedeutet weiter so mit #Merkel..,OTHER,OTHER
1071,Wir haben jetzt 16:00 Uhr: Ergebnisse des #CDU 1. Wahlgangs |LBR| Und genau wie die Deutsche Bahn immer wieder verspätungen .. |LBR| Zählen können die auch nicht und es sind nur 1001 Wahlzettel,OTHER,OTHER
1072,16:00 Uhr: Ergebnisse des #CDU 1. Wahlgangs |LBR| Noch drei Minuten ich falle gleich in Ohnmacht,OTHER,OTHER
1073,Der Kniefall von Warschau am 7. Dezember 1970 war ein zeichen von Willy Brandt.Heute würde er für die Opfer der #SPD Agenda 2010 Hartz IV genau das gleiche machen..um sich Demütig zu entschuldigen was seine Partei gemacht hat.,OTHER,OTHER
1074,#ZDF-Panne: #Merz schon vor der Wahl als #CDU-Chef bekanntgegeben |LBR| Das war aber keine Panne denn das Ergebniss steht schon seit Monaten fest. |LBR| Bei der CDU wird alles im Hinterzimmer entschieden.,OTHER,OTHER
1075,"#CDU-Bundesparteitag |LBR| Jetzt jubel sie die 13 Jahre #Merkel Kanzlerin hoch,was für eine Heuchelei so einen mist kann kein normaler Bürger mehr mit ansehen.Deswegen will auch keiner mehr Parteien Wählen wie die #SPD #CDU #CSU #Grünen #FDP alles nur Lügner und Heucheler",OFFENSE,INSULT
1076,"#SPD-Chefin Andrea #Nahles zeigt sich hoffnungslos, dass die SPD ungeachtet der Wahl einer neuen #CDU-Führung nicht in eine weitere Krise rutscht. |LBR| Ich auch und dazu sage ich WEITER SO..",OTHER,OTHER
1077,"Kampf um die #CDU-#Merkelmussweg Parteispitze |LBR| Mit #Merz zurück in die 90er,mit #Spahn in die Klapsmühle oder mit |LBR| Kramp-#Karrenbauer zurück zur #Merkel weiter so Politik. |LBR| Mehr hatt e die CDU auch noch nie zu bieten..",OTHER,OTHER
1078,"#SPD #CDU #cSU #Grünen #FDP:Ziel von Hartz IV Sanktionen sei nicht, Angst zu erzeugen, sondern zu zeigen,wer nicht spurt braucht auch nichts zu Essen.Und wer mal drei Monate Hungern muss wird JEDEN Job anehmen für jeden Hungerlohn.#UN sagt das ist Folter und recht haben sie.",OFFENSE,INSULT
1079,#SPD-Parlamentsgeschäftsführer #Schneider mahnt: Die Neue #CDU-Spitze #Marz #Spahn oder Kramp-#Karrenbauer muss dafür sorgen das die gut bezahlten Ministerposten von den Genossen sicher bleiben. |LBR| Wir haben doch sonst nichts...,OFFENSE,INSULT
1080,"Die Zahl der Kleinen Waffenscheine in Deutschland ist laut einem Medienbericht weiter gestiegen. |LBR| TOLL deswegen sehe ich jeden Tag mehr Kalaschnikow,s auf den Straßen..",OTHER,OTHER
1081,Neuer Verfassungsschutz-Chef #Haldenwang will #AfD beobachten lassen.Wie macht der Verfassungsschutz das ? Er liest alle Artikel über die AFD in den Zeitungen schaut jede Talkshow und Satire Sendung an und wird dann eine meinung dazu äußern. TOLL,OTHER,OTHER
1082,"Und was bedeutet die #CDU-Wahl für die Bürger? Nichts es wird weiter Hunger Armut und elend geben für die da #unten Tafeln Suppenküchen Flaschen im Müll suchen Kinderarmut Hungerlöhne Armutsrenten,den alle 3 Kandidaten #Merz #Spahn #Karrenbauer haben nur ein Thema Flüchtlinge.",OTHER,OTHER
1083,"Heute am Freitag entscheiden 1001 #CDU-Delegierte, wer künftig die Partei führen soll.Toll hört sich an wie in \""""Tausendundeine Nacht\""""...Können Konservative nur bis 1000 und 1 zählen ..<U+0001F923><U+0001F923>Oder die haben nicht mehr anhänger..",OTHER,OTHER
1084,"enschenrechte in Deutschland gibt es nur auf dem Papier, mit gäbe es in Deutschland keine Kinderarmut einen Hartz IV Regelsatz wo von kein Mensch leben kann keine #Tafeln Suppenküchen und Rentner die im Müll nach Flaschen suchen und Armuts-Hungerlöhne.#SPD #CU #CSU #Grünen #FDP",OTHER,OTHER
1085,Wir lassen uns den Knecht Ruprecht nicht von den #Grünen weg nehmen.. Basta,OTHER,OTHER
1086,Eklat bei „Hart aber fair“ in der ARD: Zuschauer steht auf und sagt seine Meinung – dann greift der Sender durch und Prügelt den Bürger aus dem Studio.TOLL Seine Meinung sagen darf man nicht Zuschauer werden normalerweise auch gefiltert bei ARD und ZDF.Wie bei der Stasi,OFFENSE,INSULT
1087,#Grünen-über Knecht Ruprecht„Er passt nicht mehr in das heutige Bild der Kindererziehung.“Kinder sollten sich auf den Nikolaustag freuen und keine Angst haben.TOLL Drei Millionen Kinder werden heute nichts haben wegen der Hartz IV Kinderarmut das Interessiert den Grünen nicht,OTHER,OTHER
1088,Heute kommt der Nikolaus – und bringt Knecht Ruprecht mit. Doch den finsteren Gesellen für die unartigen Kinder findet eine #Grünen-Politikerin aus #NRW nicht mehr zeitgemäß.Die spinnen grade für Grüne Politiker wird der Knecht Ruprecht gebraucht.,OTHER,OTHER
1089,"Die Gewerkschaften #DGB haben ein Konzept vorgelegt,um das #SPD #Grünen Hartz IV System zu behalten und es auszubauen. Es soll 5 Monate länger Arbeitslosengeld geben wenn man Arbeitslos wird.TOLL Nur davon hat keine Sau etwas.SCHEIß Gewerkschaften auch nur Arbeiter verräter",OFFENSE,INSULT
1090,Ausgebremste Lebensmittel-Kontrolleure: Die #Grünen und #SPD wollen nicht das Kontrolleure die #Tafeln Suppenküchen unter die Lupe nehmen weil dann raus kommmen würde das es dort nur Abfall gibt..,OTHER,OTHER
1091,Delegiertenkonferenz in Berlin beschließt die #SPD am Sonntag ihre Kandidatenliste für die #Europawahl im Mai.Die Liste des SPD-Bundesvorstands stellt nur Leute auf vom Seeheimer Kreis die Schröder Bande auf.Die Asoziale Bande will abkassieren mit gut bezahlten Ministerposten,OFFENSE,INSULT
1092,"#Merz #CDU„Will fleißige“ Niedriglöhner belohnen - Sie sollen alle ein Buch von Merz mit dem Titel \""""Nur wer sich ändert, wird bestehen\""zum halben Preis bekommen.TOLL Er hat ein Herz für Arme Arbeiter..",OTHER,OTHER
1093,Forbes hat #Merkel #CDU erneut zur mächtigsten Frau der Welt gekürt |LBR| Was sagt uns das ?? |LBR| #Forbes ist eine Knallharte Satire Zeitung..,OTHER,OTHER
1094,"#Mertz #CDU: wir müssen diejenigen aufwerten, die sich ehrenamtlich mit großem Eifer um unsere Armen kümmern,die mit Ihrer Arbeit bei den #Tafeln Suppenküchen das #SPD Hartz IV System unterstüzen und die Bürger die Flaschen in den Müll werfen das davon andere Leben können.“TOLL",OTHER,OTHER
